cid,Name,SMILES,InChIKey,Molecular_Weight,XLogP,Polar_Area,Valid_SMILES,Canonical_SMILES,Seen_in_training,Predicted_Activity,Probability_Active
9908886,CID 9908886,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)OC)OCCOC,YGKAANSUCZGMFU-UHFFFAOYSA-N,399.4,3.0,84.0,True,COCCOc1cc2ncnc(Nc3ccc(OC)cc3)c2cc1OCCOC,False,1,0.99654096
142199541,N-(4-diethoxyphosphanylphenyl)-6-(2-methoxyethoxy)-7-(3-methoxypropoxy)quinazolin-4-amine,CCOP(C1=CC=C(C=C1)NC2=NC=NC3=CC(=C(C=C32)OCCOC)OCCCOC)OCC,LFCCVJGZERMRDD-UHFFFAOYSA-N,503.5,3.8,93.2,True,CCOP(OCC)c1ccc(Nc2ncnc3cc(OCCCOC)c(OCCOC)cc23)cc1,False,1,0.99654096
166515143,"6,7-bis(2-methoxyethoxy)-N-[4-(4-methylphenoxy)phenyl]quinazolin-4-amine",CC1=CC=C(C=C1)OC2=CC=C(C=C2)NC3=NC=NC4=CC(=C(C=C43)OCCOC)OCCOC,LVFXIASSHOQEMF-UHFFFAOYSA-N,475.5,5.0,84.0,True,COCCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)cc4)cc3)c2cc1OCCOC,False,1,0.99654096
166515190,"6,7-bis(2-methoxyethoxy)-N-[4-(4-methoxyphenoxy)phenyl]quinazolin-4-amine",COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)OC4=CC=C(C=C4)OC)OCCOC,YADBCGNELILDRZ-UHFFFAOYSA-N,491.5,4.6,93.2,True,COCCOc1cc2ncnc(Nc3ccc(Oc4ccc(OC)cc4)cc3)c2cc1OCCOC,False,1,0.99654096
166515148,"N-[4-(4-fluorophenoxy)phenyl]-6,7-bis(2-methoxyethoxy)quinazolin-4-amine",COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)OC4=CC=C(C=C4)F)OCCOC,MIZCAYOJGABJOJ-UHFFFAOYSA-N,479.5,4.7,84.0,True,COCCOc1cc2ncnc(Nc3ccc(Oc4ccc(F)cc4)cc3)c2cc1OCCOC,False,1,0.99654096
141458720,"N-(4-bromophenyl)-6,7-bis(2-methoxyethoxy)quinazolin-4-amine",COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)Br)OCCOC,GXINQMHKONDKED-UHFFFAOYSA-N,448.3,3.8,74.7,True,COCCOc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OCCOC,False,1,0.99654096
154966607,"N-[4-(diethoxyphosphanylmethoxy)phenyl]-6,7-dimethoxyquinazolin-4-amine",CCOP(COC1=CC=C(C=C1)NC2=NC=NC3=CC(=C(C=C32)OC)OC)OCC,GGVKGBBRKBKEMM-UHFFFAOYSA-N,431.4,4.0,84.0,True,CCOP(COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1)OCC,False,1,0.99654096
118721151,N-(3-ethynylphenyl)-7-methoxy-6-[6-(2-nitroimidazol-1-yl)hexoxy]quinazolin-4-amine,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCN4C=CN=C4[N+](=O)[O-],CWFMGPWYOACYBH-UHFFFAOYSA-N,486.5,4.9,120.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,False,1,0.99654007
118724347,N-(3-ethynylphenyl)-6-methoxy-7-[6-(2-nitroimidazol-1-yl)hexoxy]quinazolin-4-amine,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCCCCCN4C=CN=C4[N+](=O)[O-],RWGIYOGVCTYDNX-UHFFFAOYSA-N,486.5,4.9,120.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,False,1,0.99654007
118721149,N-(3-ethynylphenyl)-7-methoxy-6-[4-(2-nitroimidazol-1-yl)butoxy]quinazolin-4-amine,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCN4C=CN=C4[N+](=O)[O-],MZKVFCHPEMRDCD-UHFFFAOYSA-N,458.5,4.2,120.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCn4ccnc4[N+](=O)[O-])cc23)c1,False,1,0.99654007
101879115,N-(3-ethynylphenyl)-6-methoxy-7-[5-(2-nitroimidazol-1-yl)pentoxy]quinazolin-4-amine,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCCCCN4C=CN=C4[N+](=O)[O-],JXNSKQIOTGMCHY-UHFFFAOYSA-N,472.5,4.6,120.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,False,1,0.99654007
118721150,N-(3-ethynylphenyl)-7-methoxy-6-[5-(2-nitroimidazol-1-yl)pentoxy]quinazolin-4-amine,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCN4C=CN=C4[N+](=O)[O-],SUUQUGFBBWLFFH-UHFFFAOYSA-N,472.5,4.6,120.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,False,1,0.99654007
118724346,N-(3-ethynylphenyl)-6-methoxy-7-[4-(2-nitroimidazol-1-yl)butoxy]quinazolin-4-amine,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCCCN4C=CN=C4[N+](=O)[O-],KMEXVVGZNMJBQL-UHFFFAOYSA-N,458.5,4.2,120.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,False,1,0.99654007
118724345,N-(3-ethynylphenyl)-6-methoxy-7-[3-(2-nitroimidazol-1-yl)propoxy]quinazolin-4-amine,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCCN4C=CN=C4[N+](=O)[O-],LJZWDPMWGXKBNV-UHFFFAOYSA-N,444.4,3.8,120.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,False,1,0.99654007
118721148,N-(3-ethynylphenyl)-7-methoxy-6-[3-(2-nitroimidazol-1-yl)propoxy]quinazolin-4-amine,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCN4C=CN=C4[N+](=O)[O-],NAVSDCAWPLOBEL-UHFFFAOYSA-N,444.4,3.8,120.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCn4ccnc4[N+](=O)[O-])cc23)c1,False,1,0.99654007
164617845,1-Cyano-2-[5-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxypentyl]-3-pyridin-4-ylguanidine,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCN=C(NC#N)NC4=CC=NC=C4,XHHRYYIEFNUMAA-UHFFFAOYSA-N,520.6,5.0,129.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN=C(NC#N)Nc4ccncc4)cc23)c1,False,1,0.99653375
149278955,1-Cyano-2-[6-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxyhexyl]-3-pyridin-4-ylguanidine,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCN=C(NC#N)NC4=CC=NC=C4,XSONJYMNNFECBU-UHFFFAOYSA-N,534.6,5.4,129.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN=C(NC#N)Nc4ccncc4)cc23)c1,False,1,0.99653375
153192618,1-Cyano-2-[7-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxyheptyl]-3-pyridin-4-ylguanidine,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCCN=C(NC#N)NC4=CC=NC=C4,WIIOTLRKRPDWPS-UHFFFAOYSA-N,548.6,5.9,129.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN=C(NC#N)Nc4ccncc4)cc23)c1,False,1,0.99653375
166515191,N-(2-fluoro-4-phenoxyphenyl)-6-methoxy-7-[(1-methylpiperidin-4-yl)methoxy]quinazolin-4-amine,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)OC5=CC=CC=C5)F)OC,OOOCNVDZEIXUDV-UHFFFAOYSA-N,488.6,5.8,68.7,True,COc1cc2c(Nc3ccc(Oc4ccccc4)cc3F)ncnc2cc1OCC1CCN(C)CC1,False,1,0.99653244
166515202,6-methoxy-N-(2-methyl-4-phenoxyphenyl)-7-[(1-methylpiperidin-4-yl)methoxy]quinazolin-4-amine,CC1=C(C=CC(=C1)OC2=CC=CC=C2)NC3=NC=NC4=CC(=C(C=C43)OC)OCC5CCN(CC5)C,KVZPVSNHASAFIQ-UHFFFAOYSA-N,484.6,6.0,68.7,True,COc1cc2c(Nc3ccc(Oc4ccccc4)cc3C)ncnc2cc1OCC1CCN(C)CC1,False,1,0.99653244
59779524,6-methoxy-7-[(1-methylpiperidin-4-yl)methoxy]-N-phenylquinazolin-4-amine,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=CC=CC=C4)OC,SZCWNYHJIGERIP-UHFFFAOYSA-N,378.5,4.1,59.5,True,COc1cc2c(Nc3ccccc3)ncnc2cc1OCC1CCN(C)CC1,False,1,0.9965229
16738115,5-[2-[4-(3-Ethynylanilino)-7-methoxyquinazolin-6-yl]oxyethyl]-5-azaspiro[2.4]heptan-7-one,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCN4CC(=O)C5(C4)CC5,IMXJFORYNUSMEC-UHFFFAOYSA-N,428.5,3.5,76.6,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCN4CC(=O)C5(CC5)C4)cc23)c1,False,1,0.9965192
170368399,"6,7-dimethoxy-N-[4-[3-(methylamino)phenoxy]phenyl]quinazolin-4-amine",CNC1=CC(=CC=C1)OC2=CC=C(C=C2)NC3=NC=NC4=CC(=C(C=C43)OC)OC,NOTCYSFPTJCGJR-UHFFFAOYSA-N,402.4,4.9,77.5,True,CNc1cccc(Oc2ccc(Nc3ncnc4cc(OC)c(OC)cc34)cc2)c1,False,1,0.99651814
24756910,Cudc-101,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO,PLIVFNIUGLLCEK-UHFFFAOYSA-N,434.5,4.0,106.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,False,1,0.99651474
178068069,7-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxy-N-(2-hydroxypropyl)heptanamide,CC(CNC(=O)CCCCCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OC)O,MHXUOYLJQARQJO-UHFFFAOYSA-N,476.6,4.2,106.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NCC(C)O)cc23)c1,False,1,0.99651474
24944854,6-[4-(3-ethynylanilino)-6-methoxyquinazolin-7-yl]oxy-N-hydroxyhexanamide,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCCCCC(=O)NO,NREDAMTZFJTDDH-UHFFFAOYSA-N,420.5,3.4,106.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCCCCC(=O)NO)c(OC)cc23)c1,False,1,0.99651474
117740240,tert-butyl N-[2-[2-[4-(3-ethynylanilino)-6-(2-methoxyethoxy)quinazolin-7-yl]oxyethoxy]ethyl]carbamate,CC(C)(C)OC(=O)NCCOCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCOC,WREBCMXSRIHGQO-UHFFFAOYSA-N,522.6,4.0,113.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCOCCNC(=O)OC(C)(C)C)c(OCCOC)cc23)c1,False,1,0.99651474
175019402,tert-butyl N-[5-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxypentyl]carbamate,CC(C)(C)OC(=O)NCCCCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OC,ZJHSDAYGYYNURI-UHFFFAOYSA-N,476.6,5.4,94.6,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCNC(=O)OC(C)(C)C)cc23)c1,False,1,0.99651474
42597954,"8-[4-(3-Ethynylanilino)-7-methoxyquinazolin-6-yl]oxy-1,1,1-trifluorooctan-2-one",COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)C(F)(F)F,RXXGGTBQDLFIQP-UHFFFAOYSA-N,471.5,6.0,73.3,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)C(F)(F)F)cc23)c1,False,1,0.99651474
143782845,N-[2-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxyethyl]-8-oxononanamide,CC(=O)CCCCCCC(=O)NCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OC,VGUNLJVZXRWOKF-UHFFFAOYSA-N,488.6,4.3,102.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCNC(=O)CCCCCCC(C)=O)cc23)c1,False,1,0.99651474
58172564,6-[4-(3-Ethynylanilino)-7-(2-methoxyethoxy)quinazolin-6-yl]oxy-1-hydroxyhexan-2-one,COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCC(=O)CO,PXYSUXHIYNDDPY-UHFFFAOYSA-N,449.5,3.2,103.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCCCC(=O)CO)cc23)c1,False,1,0.99651474
24944766,5-[4-(3-ethynylanilino)-6-methoxyquinazolin-7-yl]oxy-N-hydroxypentanamide,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCCCC(=O)NO,CTUVUVMPPLDMLI-UHFFFAOYSA-N,406.4,3.1,106.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCCCC(=O)NO)c(OC)cc23)c1,False,1,0.99651474
24944855,7-(4-(3-Ethynylphenylamino)-6-methoxyquinazolin-7-yloxy)-N-hydroxyheptanamide,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO,GGLLZEGVMRMANJ-UHFFFAOYSA-N,434.5,4.0,106.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCCCCCC(=O)NO)c(OC)cc23)c1,False,1,0.99651474
141585594,Azanium 2-[2-[4-(3-ethynylanilino)-6-(2-methoxyethoxy)quinazolin-7-yl]oxyethylsulfanyl]acetate,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCSCC(=O)[O-].[NH4+],WNAHYKISKIRRSY-UHFFFAOYSA-N,470.5,,132.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCSCC(=O)[O-])c(OCCOC)cc23)c1.[NH4+],False,1,0.99651474
117741185,tert-butyl N-[2-[2-[4-(3-ethynylanilino)-7-(2-methoxyethoxy)quinazolin-6-yl]oxyethoxy]ethyl]carbamate,CC(C)(C)OC(=O)NCCOCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,XDQOEGZRLJGGMV-UHFFFAOYSA-N,522.6,4.0,113.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOCCNC(=O)OC(C)(C)C)cc23)c1,False,1,0.99651474
87136226,Methyl 5-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxypentanoate,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCC(=O)OC,OYHMPLVPIIJSDC-UHFFFAOYSA-N,405.4,4.1,82.6,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCC(=O)OC)cc23)c1,False,1,0.99651474
24945285,4-[4-(3-ethynylanilino)-7-(2-methoxyethoxy)quinazolin-6-yl]oxy-N-hydroxybutanamide,COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCC(=O)NO,WGJWRTQBQJHWHG-UHFFFAOYSA-N,436.5,2.6,115.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCCC(=O)NO)cc23)c1,False,1,0.99651474
24945288,7-[4-(3-ethynylanilino)-7-(2-methoxyethoxy)quinazolin-6-yl]oxy-N-hydroxyheptanamide,COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO,ACOYBWHKRHUJTH-UHFFFAOYSA-N,478.5,3.8,115.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCCCCCC(=O)NO)cc23)c1,False,1,0.99651474
134154724,sodium 7-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxy-N-oxidoheptanamide,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)N[O-].[Na+],BENZEMKVZQJZTE-UHFFFAOYSA-N,456.5,,108.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)N[O-])cc23)c1.[Na+],False,1,0.99651474
24945286,5-[4-(3-ethynylanilino)-7-(2-methoxyethoxy)quinazolin-6-yl]oxy-N-hydroxypentanamide,COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCC(=O)NO,DKOMMRSWTCTYNG-UHFFFAOYSA-N,450.5,2.9,115.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCCCC(=O)NO)cc23)c1,False,1,0.99651474
134154725,7-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxy-N-oxidoheptanamide,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)N[O-],HECLGPLBHHXOJA-UHFFFAOYSA-N,433.5,3.9,108.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)N[O-])cc23)c1,False,1,0.99651474
159783020,2-[4-(3-Ethynylanilino)-6-(2-methoxyethoxy)quinazolin-7-yl]oxyethyl 4-(methylamino)-4-oxobutanoate;molecular hydrogen,[HH].CNC(=O)CCC(=O)OCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCOC,NHPIOCNMXMUOQO-UHFFFAOYSA-N,494.5,,121.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)CCC(=O)NC)c(OCCOC)cc23)c1.[HH],False,1,0.99651474
89193002,9-[4-(3-Ethynylanilino)-7-methoxyquinazolin-6-yl]oxy-2-(methylamino)non-1-en-3-one,CNC(=C)C(=O)CCCCCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OC,JQVPKCASDCVJDR-UHFFFAOYSA-N,458.6,5.7,85.4,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)C(=C)NC)cc23)c1,False,1,0.99651474
89192983,7-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxy-N-methylheptanamide,CNC(=O)CCCCCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OC,GDCOQWZQHCZYLE-UHFFFAOYSA-N,432.5,4.5,85.4,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NC)cc23)c1,False,1,0.99651474
24945287,6-[4-(3-ethynylanilino)-7-(2-methoxyethoxy)quinazolin-6-yl]oxy-N-hydroxyhexanamide,COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCC(=O)NO,SHNLFHJIXCWWFF-UHFFFAOYSA-N,464.5,3.3,115.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCCCCC(=O)NO)cc23)c1,False,1,0.99651474
24945205,2-[4-(3-ethynylanilino)-7-(2-methoxyethoxy)quinazolin-6-yl]oxy-N-hydroxyacetamide,COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCC(=O)NO,RDCAUINSEHGCMU-UHFFFAOYSA-N,408.4,2.3,115.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCC(=O)NO)cc23)c1,False,1,0.99651474
24944940,7-[4-(3-ethynylanilino)-6-(2-methoxyethoxy)quinazolin-7-yl]oxy-N-hydroxyheptanamide,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO,QQEHCRQUEDWLKK-UHFFFAOYSA-N,478.5,3.8,115.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCCCCCC(=O)NO)c(OCCOC)cc23)c1,False,1,0.99651474
86664461,Erlotinib trifluoroacetate,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC.C(=O)(C(F)(F)F)[O-],XUJFJVNCOUNOFZ-UHFFFAOYSA-M,506.4,,115.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.O=C([O-])C(F)(F)F,False,1,0.99651474
58172513,8-[4-(3-Ethynylanilino)-7-(2-methoxyethoxy)quinazolin-6-yl]oxy-1-hydroxyoctan-2-one,COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)CO,XQEBKMCLPHJVND-UHFFFAOYSA-N,477.6,4.1,103.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCCCCCC(=O)CO)cc23)c1,False,1,0.99651474
131720631,{2-[4-(3-Ethynyl-phenylamino)-7-(2-methoxy-ethoxy)-quinazolin-6-yloxy]-ethylsulfanyl}-acetic acid ammonium salt,COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCSCC(=O)[O-].[NH4+],KZHQEVQJKVQCIE-UHFFFAOYSA-N,470.5,,132.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCSCC(=O)[O-])cc23)c1.[NH4+],False,1,0.99651474
134140292,7-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxy-N-hydroxyheptanamide;hydrochloride,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO.Cl,LTXZPEXBCOGOAG-UHFFFAOYSA-N,470.9,,106.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1.Cl,False,1,0.99651474
16045727,Desmethyl Erlotinib Acetate,CC(=O)OCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,XSMVZQAPXNUGBP-UHFFFAOYSA-N,421.4,3.3,91.8,True,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC(C)=O)cc23)c1,False,1,0.99651474
57721260,7-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxy-N-hydroxy-2-methylheptanamide,CC(CCCCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OC)C(=O)NO,DNITZLNYOQBVEW-UHFFFAOYSA-N,448.5,4.5,106.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCC(C)C(=O)NO)cc23)c1,False,1,0.99651474
57721284,7-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxy-N-hydroxy-2-propan-2-ylheptanamide,CC(C)C(CCCCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OC)C(=O)NO,LUIMISUHTJHICP-UHFFFAOYSA-N,476.6,5.3,106.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCC(C(=O)NO)C(C)C)cc23)c1,False,1,0.99651474
89193095,9-[4-(3-Ethynylanilino)-7-methoxyquinazolin-6-yl]oxy-1-hydroxynonan-3-one,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)CCO,ZHSZQAPTAICXJW-UHFFFAOYSA-N,447.5,4.1,93.6,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)CCO)cc23)c1,False,1,0.99651474
57721298,4-[2-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxyethylamino]-N-hydroxybutanamide,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCNCCCC(=O)NO,JYNZXAJJDYQPMU-UHFFFAOYSA-N,435.5,2.3,118.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCNCCCC(=O)NO)cc23)c1,False,1,0.99651474
89193317,10-[4-(3-Ethynylanilino)-7-methoxyquinazolin-6-yl]oxy-3-methyldecan-4-one,CCC(C)C(=O)CCCCCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OC,PHLLAWFJFURKIY-UHFFFAOYSA-N,459.6,6.3,73.3,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)C(C)CC)cc23)c1,False,1,0.99651474
89192929,8-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxy-N-methyl-2-oxooctanamide,CNC(=O)C(=O)CCCCCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OC,HXWKVMHFKKBLKB-UHFFFAOYSA-N,460.5,4.3,102.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)C(=O)NC)cc23)c1,False,1,0.99651474
57721222,"7-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxy-N-hydroxy-2,2-dimethylheptanamide",CC(C)(CCCCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OC)C(=O)NO,GGLXYTDOEBLFHJ-UHFFFAOYSA-N,462.5,4.9,106.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCC(C)(C)C(=O)NO)cc23)c1,False,1,0.99651474
157524226,2-[4-(3-Ethynylanilino)-6-(2-methoxyethoxy)quinazolin-7-yl]oxyethyl 4-(methylamino)-4-oxobutanoate,CNC(=O)CCC(=O)OCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCOC,CBAFXLWALXJWEB-UHFFFAOYSA-N,492.5,2.5,121.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)CCC(=O)NC)c(OCCOC)cc23)c1,False,1,0.99651474
24944933,4-[4-(3-ethynylanilino)-7-methoxyquinazolin-6-yl]oxy-N-hydroxybutanamide,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCC(=O)NO,UEMIHBVWQRIABF-UHFFFAOYSA-N,392.4,2.7,106.0,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCC(=O)NO)cc23)c1,False,1,0.99651474
